MARCA_VEHICULO;MODELO_VEHICULO;TIPO_VEHICULO;EDAD_VEHICULO;FECHA_ACCIDENTE;GRAVEDAD_ACCIDENTE
VOLVO;2020;BUS;6;10/2024;CON MUERTOS
SUZUKI;2022;MOTOCICLETA;4;10/2024;CON MUERTOS
KYMCO;2014;MOTOCICLETA;12;10/2024;CON MUERTOS
VOLKSWAGEN;2021;BUS;5;10/2024;CON MUERTOS
KENWORTH;2008;TRACTOCAMION;19;10/2024;CON MUERTOS
SUZUKI;2025;MOTOCICLETA;2;10/2024;CON MUERTOS
VOLKSWAGEN;2023;TRACTOCAMION;4;10/2024;CON MUERTOS
DODGE;1978;CAMION;47;10/2024;CON MUERTOS
JMC;2023;CAMIONETA;4;10/2024;CON HERIDOS
NISSAN;2008;AUTOMOVIL;19;10/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;15;10/2024;CON HERIDOS
CHEVROLET;2018;CAMIONETA;8;10/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;10/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;8;10/2024;CON HERIDOS
CHEVROLET;2022;AUTOMOVIL;5;10/2024;CON HERIDOS
MERCEDES BENZ;2019;CAMION;7;10/2024;CON HERIDOS
CHEVROLET;2005;AUTOMOVIL;21;10/2024;CON HERIDOS
CHEVROLET;2017;AUTOMOVIL;9;10/2024;CON HERIDOS
HONDA;2014;MOTOCICLETA;12;10/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;10/2024;CON HERIDOS
CHEVROLET;2008;CAMIONETA;18;10/2024;CON HERIDOS
HINO;2022;CAMIONETA;5;10/2024;CON HERIDOS
CHEVROLET;1996;CAMPERO;30;10/2024;CON HERIDOS
CHEVROLET;1994;CAMIONETA;31;10/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;8;10/2024;CON HERIDOS
MERCEDES BENZ;2021;BUS;4;10/2024;CON HERIDOS
SCANIA;2021;BUS;4;10/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;7;10/2024;CON HERIDOS
CHEVROLET;1998;AUTOMOVIL;28;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;10/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;5;10/2024;CON HERIDOS
JMC;2022;CAMIONETA;4;10/2024;CON HERIDOS
NISSAN;2004;CAMPERO;21;10/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;5;10/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;10/2024;CON HERIDOS
HONDA;2016;MOTOCICLETA;9;10/2024;CON HERIDOS
HONDA;2016;MOTOCICLETA;10;10/2024;CON HERIDOS
CHEVROLET;2009;BUS;18;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;10/2024;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;8;10/2024;CON HERIDOS
NISSAN;2023;CAMIONETA;3;10/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;13;10/2024;CON HERIDOS
HONDA;1992;AUTOMOVIL;33;10/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;10/2024;CON HERIDOS
CHEVROLET;2014;CAMIONETA;12;10/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;15;10/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;10/2024;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;11;10/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;5;10/2024;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;10/2024;CON HERIDOS
MAZDA;1989;AUTOMOVIL;36;10/2024;CON HERIDOS
NISSAN;2013;CAMIONETA;13;10/2024;CON HERIDOS
WEST;2017;MOTOCICLETA;5;10/2024;CON HERIDOS
CHEVROLET;2010;CAMION;16;10/2024;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
NISSAN;2019;CAMIONETA;8;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;10/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;10/2024;CON HERIDOS
CHEVROLET;2017;AUTOMOVIL;9;10/2024;CON HERIDOS
NISSAN;2021;CAMIONETA;6;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
SCANIA;2021;BUS;5;10/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;10/2024;CON HERIDOS
UNITED MOTORS;2011;MOTOCICLETA;15;10/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;1;10/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;10/2024;CON HERIDOS
CHEVROLET;2004;CAMIONETA;22;10/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;10/2024;CON HERIDOS
CHEVROLET;2016;MICROBUS;11;10/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;5;10/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;10/2024;CON HERIDOS
NISSAN;2017;CAMIONETA;9;10/2024;CON HERIDOS
JMC;2023;CAMIONETA;4;10/2024;CON HERIDOS
CHEVROLET;2006;AUTOMOVIL;19;10/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;5;10/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;7;10/2024;CON HERIDOS
HINO;2014;CAMION;12;10/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;10/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;10/2024;CON HERIDOS
CHEVROLET;2014;BUS;12;10/2024;CON HERIDOS
UNITED MOTORS;2009;MOTOCICLETA;17;10/2024;CON HERIDOS
MAZDA;1998;AUTOMOVIL;27;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;13;10/2024;CON HERIDOS
UNITED MOTORS;2007;MOTOCICLETA;19;10/2024;CON HERIDOS
HONDA;2017;MOTOCICLETA;9;10/2024;CON HERIDOS
HINO;2017;BUS;9;10/2024;CON HERIDOS
CHEVROLET;2015;CAMION;12;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;11;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;6;10/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
AUTECO BAJAJ;2009;MOTOCICLETA;17;10/2024;CON HERIDOS
HONDA;2008;MOTOCICLETA;18;10/2024;CON HERIDOS
JOYLONG;2015;MICROBUS;11;10/2024;CON HERIDOS
CHERY;2017;CAMIONETA;10;10/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;3;10/2024;CON HERIDOS
NISSAN;2012;CAMIONETA;14;10/2024;CON HERIDOS
NISSAN;2024;AUTOMOVIL;2;10/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;11;10/2024;CON HERIDOS
NISSAN;2025;CAMIONETA;2;10/2024;CON HERIDOS
CHEVROLET;2023;CAMION;2;10/2024;CON HERIDOS
MAZDA;2022;CAMIONETA;4;10/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;10/2024;CON HERIDOS
CHEVROLET;2002;CAMIONETA;24;10/2024;CON HERIDOS
CHEVROLET;2003;CAMIONETA;24;10/2024;CON HERIDOS
CHEVROLET;2010;BUS;16;10/2024;CON HERIDOS
CHEVROLET;2023;CAMION;2;10/2024;CON HERIDOS
CHEVROLET;2013;CAMION;13;10/2024;CON HERIDOS
SCANIA;2020;BUS;7;10/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;10/2024;CON HERIDOS
MERCEDES BENZ;2020;BUS;5;10/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;10/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;10/2024;CON HERIDOS
CHERY;2015;CAMIONETA;12;10/2024;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;20;10/2024;CON HERIDOS
CHEVROLET;2011;BUS;15;10/2024;CON HERIDOS
HINO;2012;CAMION;14;10/2024;CON HERIDOS
UNITED MOTORS;2009;MOTOCICLETA;17;10/2024;CON HERIDOS
MAZDA;2010;CAMIONETA;16;10/2024;CON HERIDOS
CHEVROLET;2001;CAMION;25;10/2024;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;10/2024;CON HERIDOS
CHERY;2015;CAMIONETA;10;10/2024;CON HERIDOS
MAZDA;2021;CAMIONETA;5;10/2024;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;8;10/2024;CON HERIDOS
CHEVROLET;2011;BUS;16;10/2024;CON HERIDOS
CHERY;2017;AUTOMOVIL;9;10/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;5;10/2024;CON HERIDOS
HONDA;2015;MOTOCICLETA;11;10/2024;CON HERIDOS
CHEVROLET;2005;AUTOMOVIL;21;10/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;10/2024;CON HERIDOS
HINO;2023;CAMIONETA;4;10/2024;CON HERIDOS
CHEVROLET;2013;CAMIONETA;13;10/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;10/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;10/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;10/2024;CON HERIDOS
NISSAN;2017;CAMIONETA;9;10/2024;CON HERIDOS
MERCEDES BENZ;2022;CAMIONETA;4;10/2024;CON HERIDOS
HONDA;2013;MOTOCICLETA;13;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;13;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
CHEVROLET;2020;AUTOMOVIL;5;10/2024;CON HERIDOS
CHEVROLET;2014;CAMIONETA;13;10/2024;CON HERIDOS
CHEVROLET;2022;CAMIONETA;4;10/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;11;10/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;10/2024;CON HERIDOS
CHEVROLET;2009;BUSETA;17;10/2024;CON HERIDOS
MAZDA;2023;CAMIONETA;4;10/2024;CON HERIDOS
CHEVROLET;2020;AUTOMOVIL;6;10/2024;CON HERIDOS
NISSAN;2013;AUTOMOVIL;14;10/2024;CON HERIDOS
NISSAN;2006;CAMPERO;20;10/2024;CON HERIDOS
HINO;2016;BUSETA;10;10/2024;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;12;10/2024;CON HERIDOS
CHEVROLET;2003;AUTOMOVIL;23;10/2024;CON HERIDOS
CHEVROLET;2019;CAMIONETA;7;10/2024;CON HERIDOS
JEEP;2022;CAMIONETA;5;10/2024;CON HERIDOS
SCANIA;2020;BUS;7;10/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;14;10/2024;CON HERIDOS
MAZDA;2019;CAMIONETA;7;10/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;8;10/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;5;10/2024;CON HERIDOS
SCANIA;2023;BUS;3;10/2024;CON HERIDOS
CHEVROLET;2017;CAMIONETA;9;10/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;10/2024;CON HERIDOS
SCANIA;2021;BUS;5;10/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;10/2024;CON HERIDOS
CHEVROLET;2006;AUTOMOVIL;19;10/2024;CON HERIDOS
CHEVROLET;2001;CAMIONETA;25;10/2024;CON HERIDOS
MITSUBISHI FUSO;2018;MICROBUS;4;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
HONDA;2011;MOTOCICLETA;15;10/2024;CON HERIDOS
HONDA;2017;MOTOCICLETA;9;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
HINO;2017;CAMIONETA;9;10/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;5;10/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;5;10/2024;CON HERIDOS
NISSAN;2015;CAMIONETA;11;10/2024;CON HERIDOS
MAZDA;1991;AUTOMOVIL;35;10/2024;CON HERIDOS
CHEVROLET;2020;CAMION;6;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;7;10/2024;CON HERIDOS
CHEVROLET;2006;AUTOMOVIL;20;10/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;5;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;8;10/2024;CON HERIDOS
UNITED MOTORS;2008;MOTOCICLETA;18;10/2024;CON HERIDOS
CHEVROLET;2017;AUTOMOVIL;9;10/2024;CON HERIDOS
SEAT;2014;AUTOMOVIL;12;10/2024;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;9;10/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;19;10/2024;CON HERIDOS
MAZDA;2011;AUTOMOVIL;15;10/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;15;10/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;10/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;10/2024;CON HERIDOS
HONDA;2010;MOTOCICLETA;16;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
CHEVROLET;2022;AUTOMOVIL;5;10/2024;CON HERIDOS
STARK;2019;CAMION;6;10/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;10/2024;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;19;10/2024;CON HERIDOS
NISSAN;2018;CAMIONETA;8;10/2024;CON HERIDOS
CHEVROLET;2021;AUTOMOVIL;5;10/2024;CON HERIDOS
AUTECO BAJAJ;2010;MOTOCICLETA;17;10/2024;CON HERIDOS
CHEVROLET;2011;CAMIONETA;16;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
CHEVROLET;2022;CAMION;4;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;10/2024;CON HERIDOS
SCANIA;2021;BUS;5;10/2024;CON HERIDOS
MERCEDES BENZ;2012;BUS;13;10/2024;CON HERIDOS
NISSAN;2020;AUTOMOVIL;7;10/2024;CON HERIDOS
NISSAN;2012;AUTOMOVIL;14;10/2024;CON HERIDOS
CHEVROLET;2010;BUSETA;17;10/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;10/2024;CON HERIDOS
CHEVROLET;2021;AUTOMOVIL;5;10/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;10/2024;CON HERIDOS
JMC;2022;CAMIONETA;5;10/2024;CON HERIDOS
CHEVROLET;2013;CAMIONETA;13;10/2024;CON HERIDOS
CHEVROLET;1995;AUTOMOVIL;30;10/2024;CON HERIDOS
CHEVROLET;2013;BUSETA;14;10/2024;CON HERIDOS
CHEVROLET;2022;AUTOMOVIL;5;10/2024;CON HERIDOS
SCANIA;2023;BUS;3;10/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;6;10/2024;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;10/2024;CON HERIDOS
HONDA;2017;MOTOCICLETA;6;10/2024;CON HERIDOS
SCANIA;2021;BUS;4;10/2024;CON HERIDOS
CHEVROLET;2018;AUTOMOVIL;8;10/2024;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;12;10/2024;CON HERIDOS
CHEVROLET;2017;CAMIONETA;9;10/2024;CON HERIDOS
SCANIA;2021;BUS;5;10/2024;CON HERIDOS
CHEVROLET;2006;AUTOMOVIL;20;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
CHEVROLET;2015;BUSETA;11;10/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;6;10/2024;CON HERIDOS
MERCEDES BENZ;2022;CAMIONETA;4;10/2024;CON HERIDOS
HINO;2020;CAMIONETA;7;10/2024;CON HERIDOS
CHEVROLET;2016;CAMIONETA;10;10/2024;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;11;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;10/2024;CON HERIDOS
CHEVROLET;1998;CAMIONETA;28;10/2024;CON HERIDOS
CHEVROLET;2008;MICROBUS;18;10/2024;CON HERIDOS
MAZDA;2011;CAMPERO;15;10/2024;CON HERIDOS
CHEVROLET;2021;CAMIONETA;6;10/2024;CON HERIDOS
HINO;2008;BUS;17;10/2024;CON HERIDOS
SHACMAN;2020;VOLQUETA;5;10/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;14;10/2024;CON HERIDOS
MAZDA;1992;MICROBUS;33;10/2024;CON HERIDOS
CHEVROLET;1989;CAMION;37;10/2024;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;18;10/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;7;10/2024;CON HERIDOS
MERCEDES BENZ;2020;BUS;5;10/2024;CON HERIDOS
HONDA;2017;MOTOCICLETA;9;10/2024;CON HERIDOS
HINO;2010;BUS;16;10/2024;CON HERIDOS
CHEVROLET;2005;AUTOMOVIL;21;10/2024;CON HERIDOS
HONDA;2020;MOTOCICLETA;7;10/2024;CON HERIDOS
MERCEDES BENZ;2020;BUS;5;10/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;3;10/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;10/2024;CON HERIDOS
CHEVROLET;2020;AUTOMOVIL;6;10/2024;CON HERIDOS
MAZDA;2020;AUTOMOVIL;7;10/2024;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;8;10/2024;CON HERIDOS
CHEVROLET;2000;AUTOMOVIL;26;10/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;19;10/2024;CON HERIDOS
CHEVROLET;2013;CAMPERO;13;10/2024;CON HERIDOS
CHEVROLET;2007;VOLQUETA;18;10/2024;CON HERIDOS
CHEVROLET;2025;BUSETA;2;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;10/2024;CON HERIDOS
CHANGHE;2016;CAMIONETA;10;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;13;10/2024;CON HERIDOS
HONDA;2001;AUTOMOVIL;24;10/2024;CON HERIDOS
CHEVROLET;1995;CAMIONETA;31;10/2024;CON HERIDOS
CHEVROLET;2003;AUTOMOVIL;23;10/2024;CON HERIDOS
CHEVROLET;2020;CAMIONETA;6;10/2024;CON HERIDOS
CHEVROLET;2023;CAMIONETA;3;10/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;10;10/2024;CON HERIDOS
CHEVROLET;2019;AUTOMOVIL;6;10/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;10/2024;CON HERIDOS
CHEVROLET;2008;AUTOMOVIL;18;10/2024;CON HERIDOS
CHEVROLET;2013;AUTOMOVIL;13;10/2024;CON HERIDOS
SCANIA;2021;BUS;5;10/2024;CON HERIDOS
SCANIA;2021;BUS;4;10/2024;CON HERIDOS
NISSAN;2022;CAMIONETA;4;10/2024;CON HERIDOS
CHEVROLET;2023;AUTOMOVIL;3;10/2024;CON HERIDOS
HONDA;2013;MOTOCICLETA;13;10/2024;CON HERIDOS
MERCEDES BENZ;2020;BUS;5;10/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;10/2024;CON HERIDOS
HONDA;2017;MOTOCICLETA;9;10/2024;CON HERIDOS
MITSUBISHI FUSO;2023;CAMION;2;10/2024;CON HERIDOS
NISSAN;2015;AUTOMOVIL;11;10/2024;CON HERIDOS
HYUNDAI;2015;AUTOMOVIL;11;10/2024;CON MUERTOS
BMW;2024;CAMIONETA;2;10/2024;CON MUERTOS
FORD;1996;CAMIONETA;29;10/2024;CON MUERTOS
HYUNDAI;2006;AUTOMOVIL;20;10/2024;CON MUERTOS
HYUNDAI;2005;AUTOMOVIL;21;10/2024;CON MUERTOS
FIAT;2014;AUTOMOVIL;11;10/2024;CON MUERTOS
HYUNDAI;2016;AUTOMOVIL;10;10/2024;CON MUERTOS
VICTORY;2025;MOTOCICLETA;1;10/2024;CON MUERTOS
CHEVROLET;2006;CAMIONETA;20;10/2024;CON HERIDOS
MERCEDES BENZ;2017;BUS;9;10/2024;CON HERIDOS
CHEVROLET;2015;AUTOMOVIL;11;10/2024;CON HERIDOS
SCANIA;2023;BUS;3;10/2024;CON HERIDOS
SCANIA;2015;BUS;10;10/2024;CON HERIDOS
CHEVROLET;2010;AUTOMOVIL;16;10/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;10/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;3;10/2024;CON HERIDOS
CHEVROLET;2009;CAMION;17;10/2024;CON HERIDOS
CHEVROLET;2022;CAMION;5;10/2024;CON HERIDOS
CHEVROLET;2004;BUS;22;10/2024;CON HERIDOS
HONDA;2012;MOTOCICLETA;14;10/2024;CON HERIDOS
SCANIA;2020;BUS;7;10/2024;CON HERIDOS
CHEVROLET;2014;MICROBUS;13;10/2024;CON HERIDOS
SCANIA;2014;BUS;12;10/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;10/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;5;10/2024;CON HERIDOS
NISSAN;2015;AUTOMOVIL;12;10/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;9;10/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;10/2024;CON HERIDOS
NISSAN;2013;AUTOMOVIL;13;10/2024;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;10/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;10/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;10/2024;CON HERIDOS
CHEVROLET;2005;AUTOMOVIL;21;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;10/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;10/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;4;10/2024;CON HERIDOS
CHEVROLET;2021;CAMIONETA;5;10/2024;CON HERIDOS
MERCEDES BENZ;2022;AUTOMOVIL;5;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;1;10/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;10/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;5;10/2024;CON HERIDOS
SHACMAN;2023;TRACTOCAMION;3;10/2024;CON HERIDOS
CHEVROLET;2004;AUTOMOVIL;22;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;1;10/2024;CON HERIDOS
CHEVROLET;2022;AUTOMOVIL;4;10/2024;CON HERIDOS
CHEVROLET;2006;CAMION;20;10/2024;CON HERIDOS
CHEVROLET;2020;CAMIONETA;6;10/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;5;10/2024;CON HERIDOS
GAS GAS;2022;MOTOCICLETA;3;10/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;10/2024;CON HERIDOS
SCANIA;2025;BUS;2;10/2024;CON HERIDOS
HONDA;2021;MOTOCICLETA;5;10/2024;CON HERIDOS
CHERY;2019;CAMIONETA;6;10/2024;CON HERIDOS
SCANIA;2023;BUS;3;10/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;10/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;9;10/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;10/2024;CON HERIDOS
SCANIA;2021;BUS;5;10/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;10/2024;CON HERIDOS
MAZDA;2017;AUTOMOVIL;9;10/2024;CON HERIDOS
NISSAN;2015;AUTOMOVIL;12;10/2024;CON HERIDOS
NISSAN;2002;BUSETA;23;10/2024;CON HERIDOS
CHEVROLET;2012;CAMIONETA;14;10/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;10/2024;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;10/2024;CON HERIDOS
CHEVROLET;1988;AUTOMOVIL;37;10/2024;CON HERIDOS
MERCEDES BENZ;2017;CAMIONETA;9;10/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;13;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
CHEVROLET;2013;CAMIONETA;13;10/2024;CON HERIDOS
CHEVROLET;1996;CAMPERO;29;10/2024;CON HERIDOS
CHEVROLET;2006;AUTOMOVIL;20;10/2024;CON HERIDOS
SCANIA;2020;BUS;6;10/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;10/2024;CON HERIDOS
MITSUBISHI;2015;CAMPERO;11;10/2024;CON HERIDOS
SUZUKI;2016;MOTOCICLETA;10;10/2024;CON HERIDOS
TVS;2018;MOTOCICLETA;8;10/2024;CON HERIDOS
TVS;2019;MOTOCICLETA;7;10/2024;CON HERIDOS
SUZUKI;2016;MOTOCICLETA;10;10/2024;CON HERIDOS
SUZUKI;2013;MOTOCICLETA;13;10/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;10/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;4;10/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;4;10/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;4;10/2024;CON HERIDOS
SUZUKI;2024;AUTOMOVIL;2;10/2024;CON HERIDOS
HERO;2018;MOTOCICLETA;8;10/2024;CON HERIDOS
KYMCO;2016;MOTOCICLETA;10;10/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;10/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;5;10/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;1;10/2024;CON HERIDOS
VOLVO;2021;BUS;5;10/2024;CON HERIDOS
SUZUKI;2014;MOTOCICLETA;13;10/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;2;10/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;10/2024;CON HERIDOS
TVS;2015;MOTOCICLETA;11;10/2024;CON HERIDOS
AGRALE;2017;BUS;9;10/2024;CON HERIDOS
HERO;2020;MOTOCICLETA;6;10/2024;CON HERIDOS
SUZUKI;2020;MOTOCICLETA;6;10/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;5;10/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;10/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;10/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;10/2024;CON HERIDOS
